Code;Título;Tempo inicial;Tipo;Situação;Link;Vídeo base
v192;ARQUITETO E DESIGNER COBRE ASSIM E PERCA BONS CLIENTES!;11:09 – 11:51;Reels;Enviado;https://drive.google.com/file/d/1r44zFf08vzLETUw8d8eajVNUx1stQgaU/view?usp=sharing;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
v193;A culpa é Sua Arquiteto e Designer e não do cliente!;11:51 – 12:17;Feed;Enviado;https://drive.google.com/file/d/1yECk-zA46tYgeVJSgVWfQVHZR5gglveR/view?usp=sharing;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
v194;A culpa é Sua Arquiteto e Designer e não do cliente!;11:51 – 12:17;Reels;Enviado;https://drive.google.com/file/d/1C43-l5esofaj4SrpbxS853PXt0hG1RVr/view?usp=sharing;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
v195;DEMITA o cliente que pede um PROJETO DESSE JEITO!;12:19 – 13:14;Feed;Enviado;https://drive.google.com/file/d/1sf4xr0_Qwpbx_-zuMaWtNCZov6iP2kkr/view?usp=sharing;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
v196;ORAÇÃO DO DESIGNER E ARQUITETO! Livrai-nos senhor dos profissionais e projetos MEIA BOCA! AMÉM!🙌🏼;13:42 – 14:24;Feed;Enviado;https://drive.google.com/file/d/14eCuM5j1KTJ9QMx8HH4xTXKKbYDrYtD4/view?usp=sharing;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
v197;ESSE É O ARQUITETO E DESIGNER EM DIREÇÃO AO ABISMO DA FALÊNCIA!;14:50 – 16:10;IGTV;Enviado;https://drive.google.com/drive/folders/1JRj5XG8gkLFpA2K-75wEWv9S8ygITbkJ?usp=sharing;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
v198;FAÇA O TESTE E VEJA COMO O SEU ESCRITÓRIO DE INTERIORES IRÁ DECOLAR!! ;23:16 – 23:44, 23:50 – 23:54, 25:14 – 25:31, 25:46 – 26:03;Feed;Enviado;https://drive.google.com/file/d/1ICSk1Vs3qT_IJrrQKv7Y0s6m9IOhDpeA/view?usp=sharing;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
v199;NÃO BASTA SER BOM, VOCE PRECISA APRENDER A VENDER SEU PROJETO!;23:16 – 23:44;Reels;Enviado;https://drive.google.com/file/d/1O6SaHAyHyEXaZhrIWaVC1MxZSJrY-gNQ/view?usp=sharing;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
v200;"A VERDADE OCULTA SOBRE O CLIENTE ""CERTO""";24:07 – 24:27;Reels;Enviado;https://drive.google.com/file/d/1kqusytmlAwNV6UM_59ttxO0DswwY4au6/view?usp=sharing;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
v201;NÃO FALE ASSIM NA HORA DE NEGOCIAR  O PROJETO COM O CLIENTE!;26:07 – 26:24;Reels;Enviado;https://drive.google.com/file/d/1rmXHHdz_2DW4Qi10mR-2c8cAPrOUcH2W/view?usp=sharing;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
v202;ARQUITETO E DESIGNER É ASSIM QUE CALCULA A SUA TAXA DE CONVERSÃO!;26:39 – 27:06;Reels;Enviado;https://drive.google.com/file/d/1ZpYVGl-Yut_fws6yqKgVzY_giSZ4WpMs/view?usp=sharing;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
v203;ARQUITETO E DESIGNER É ASSIM QUE CALCULA A SUA TAXA DE CONVERSÃO!;26:39 – 27:06;Feed;Enviado;https://drive.google.com/file/d/1U8dYp0l2xdDETsSssYiWXPufTMv1J49A/view?usp=sharing;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
v204;FAÇA essas perguntas na hora de desenhar o perfil do seu cliente ideal!;27:32 – 28:36;Feed;Enviado;https://drive.google.com/file/d/1eYmbKxL_42IvgXbN_rhlvRHmjQquk5p9/view?usp=sharing;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
v205;A MAGICA PRA RESOLVER SEU PROBLEMA DE ATRAIR E VENDER PARA O CLIENTE IDEAL;30:03 – 31:46;IGTV;Enviado;https://drive.google.com/drive/folders/1TAB543KfVumXkvmjQ6u5snInsOQQBjCg?usp=sharing;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
v206;SE VOCE QUISER VENDER PROJETO PARA O CLIENTE IDEAL, VOCE CONSEGUE, SE FIZER ISSO! ;35:04 – 35:28;Reels;Enviado;https://drive.google.com/file/d/1tq8WJ8uuKbcIEHV1wdw6lJT6rcyrjIOi/view?usp=sharing;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
v207;SE VOCE QUISER SER CONTRATADO PARA FAZER O PROJETO DO CLIENTE APRENDA ISSO!;35:22 – 35:38, 35:54 – 36:29, 42:56 – 43:46;IGTV;Enviado;https://drive.google.com/file/d/1TNnPqBSetlsJGPr8S0Cwl6QKWBBZXj6X/view?usp=sharing;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
v208;"O Cliente decide se seu PROJETO vale o ""preço"" que voce cobra nesse momento aqui!";38:19 – 38:40;Reels;Enviado;https://drive.google.com/file/d/1XwU1lsXrVaQUq4iiR_TFfgEMEA5FG1lD/view?usp=sharing;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
v209;SE VOCE FIZER ISSO SEU CLIENTE VAI FUGIR DE VOCE!;40:33 – 41:16;Feed;Enviado;https://drive.google.com/file/d/1sQA8z8mE2DlDZDkPVSOmOiNuMOGwkBcR/view?usp=sharing;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
v210;SE VOCE QUISER SER CONTRATADO PARA FAZER O PROJETO DO CLIENTE APRENDA ISSO! ;42:56 – 43:46;Reels;Enviado;https://drive.google.com/file/d/1I2QRskNhYQ971WDAcLXb253NJ2I0u33w/view?usp=sharing;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
v211;VOCE NÃO VENDE PROJETO FAZENDO ISSO!;42:56 – 43:46;Reels;Enviado;https://drive.google.com/file/d/1XVW5bSG3ks_vDoDOGUwQDv10pTvvCXjI/view?usp=sharing;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
av187;Sabe aquele Arquiteto famoso? Ele cobra caro por causa disso!;Áudio;Feed;Enviado;https://drive.google.com/open?id=12Wi_t8B0hhIG8x7XGlKk-qvccWghLOtE&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
av188;ESSA é a diferença entre um PROJETO BARATINHO X PROJETO com valor Justo 👊🏻;Áudio;Reels;Enviado;https://drive.google.com/open?id=15ARwmwDVrCQN8DH8xS_j_R88RMu2et8A&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
av189;A diferença entre um PROJETO BARATINHO X PROJETO com valor Justo 👊🏻;Áudio;Feed;Enviado;https://drive.google.com/file/d/1A9zBq951l7uGZsdVLGWrxwluq6ezn271/view?usp=sharing;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
av190;É por isso que voce não pode cobrar barato no seu projeto de interiores!;Áudio;Reels;Enviado;https://drive.google.com/open?id=13eEX9K4SCtc8aMIO12u7bjtA5MKuoyWM&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
av191;ARQUITETO E DESIGNER COBRE ASSIM E PERCA BONS CLIENTES!;Áudio;Feed;Enviado;https://drive.google.com/file/d/1klPXQQ2HRExuT9-YNgK6wHZCYWGiTtZM/view?usp=sharing;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
av192;ARQUITETO E DESIGNER COBRE ASSIM E PERCA BONS CLIENTES!;Áudio;Reels;Enviado;https://drive.google.com/open?id=13bM03ZOhCFjuud4xBoLihysMrLZ8GA5e&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
av193;A culpa é Sua Arquiteto e Designer e não do cliente!;Áudio;Feed;Enviado;https://drive.google.com/file/d/12d5OHtgHC8oOGPK1J1yqqk8wotaONsPw/view?usp=sharing;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
av194;A culpa é Sua Arquiteto e Designer e não do cliente!;Áudio;Reels;Enviado;https://drive.google.com/open?id=15M2VVTj-SkKxtbgcDbjPPiuObuk1nH5O&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
av195;DEMITA o cliente que pede um PROJETO DESSE JEITO!;Áudio;Feed;Enviado;https://drive.google.com/file/d/1Nyt58rz1tk4j_lQbfykmm22ikaR3O_Zf/view?usp=sharing;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
av196;ORAÇÃO DO DESIGNER E ARQUITETO! Livrai-nos senhor dos profissionais e projetos MEIA BOCA! AMÉM!🙌🏼;Áudio;Feed;Enviado;https://drive.google.com/open?id=1T__yRp4On1P1z_i0lldDoJxpM3YybONw&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
av197;ESSE É O ARQUITETO E DESIGNER EM DIREÇÃO AO ABISMO DA FALÊNCIA!;Áudio;IGTV;Enviado;https://drive.google.com/drive/folders/12rNlKDlNDylzY-9PZwOaMqW3K3GEIx5Z?usp=sharing;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
av198;FAÇA O TESTE E VEJA COMO O SEU ESCRITÓRIO DE INTERIORES IRÁ DECOLAR!! ;Áudio;Feed;Enviado;https://drive.google.com/file/d/1cmkGAIwz38H-GAuQ9mDU2lk6lhrBqICE/view?usp=sharing;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
av199;NÃO BASTA SER BOM, VOCE PRECISA APRENDER A VENDER SEU PROJETO!;Áudio;Reels;Enviado;https://drive.google.com/open?id=15X0U1cgfydAIrJsagX0hQdDDxka071O1&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
av200;"A VERDADE OCULTA SOBRE O CLIENTE ""CERTO""";Áudio;Reels;Enviado;https://drive.google.com/open?id=15kHWbB2JpjwdIwllvF50y8gowrGzRgJz&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
av201;NÃO FALE ASSIM NA HORA DE NEGOCIAR  O PROJETO COM O CLIENTE!;Áudio;Reels;Enviado;https://drive.google.com/open?id=15v1N-BVguVFD6smRTo0vnXSr-KQ0V8HH&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
av202;ARQUITETO E DESIGNER É ASSIM QUE CALCULA A SUA TAXA DE CONVERSÃO!;Áudio;Reels;Enviado;https://drive.google.com/open?id=15vczrjzOAJlunHLOqZqEeMtXpBcr9mMz&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
av203;ARQUITETO E DESIGNER É ASSIM QUE CALCULA A SUA TAXA DE CONVERSÃO!;Áudio;Feed;Enviado;https://drive.google.com/file/d/12seF9FMIQUVMM59ovm9NYywBM02i7IYv/view?usp=sharing;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
av204;FAÇA essas perguntas na hora de desenhar o perfil do seu cliente ideal!;Áudio;Feed;Enviado;https://drive.google.com/file/d/1qFpq_05TSX82KbUZUj7NSeB8W1zPWUUy/view?usp=sharing;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
av205;A MAGICA PRA RESOLVER SEU PROBLEMA DE ATRAIR E VENDER PARA O CLIENTE IDEAL;Áudio;IGTV;Enviado;https://drive.google.com/drive/folders/1fT2DKT-Hn_VftQexfvDPPmVIuLRKfGO8?usp=sharing;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
av206;SE VOCE QUISER VENDER PROJETO PARA O CLIENTE IDEAL, VOCE CONSEGUE, SE FIZER ISSO! ;Áudio;Reels;Enviado;https://drive.google.com/open?id=16Aqg6l-PWCitOPAfNCmruiRRKAwRuSKA&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
av207;SE VOCE QUISER SER CONTRATADO PARA FAZER O PROJETO DO CLIENTE APRENDA ISSO!;Áudio;IGTV;Enviado;https://drive.google.com/file/d/1-XhzfgKZH6CsoiZdxekdUAjm0_4EzSwF/view?usp=sharing;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
av208;"O Cliente decide se seu PROJETO vale o ""preço"" que voce cobra nesse momento aqui!";Áudio;Reels;Enviado;https://drive.google.com/open?id=16H6oFwFH1J4c_o9W-ZOQFErBcr54-N0b&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
av209;SE VOCE FIZER ISSO SEU CLIENTE VAI FUGIR DE VOCE!;Áudio;Feed;Enviado;https://drive.google.com/file/d/12wbmBHXhSMgPMNVnWDt0XlryX-qdPiAa/view?usp=sharing;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
av210;SE VOCE QUISER SER CONTRATADO PARA FAZER O PROJETO DO CLIENTE APRENDA ISSO! ;Áudio;Reels;Enviado;https://drive.google.com/open?id=16_j6PZBA5PEjyLRbZOX990SZ28vvxO2w&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
av211;VOCE NÃO VENDE PROJETO FAZENDO ISSO!;Áudio;Reels;Enviado;https://drive.google.com/open?id=14vRGdUBvRdhJs225_IJhWjDXnrWGUN_J&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 3 - Como fazer o cliente enxergar VALOR e não PREÇO?
v144;É assim que vamos transformar o mercado de Interiores! - Live 4;10:38 - 10:51;Reels;Enviado;https://drive.google.com/file/d/1PGdboPht6cYSoTYkA6l3cYdCbbbF92uG/view?usp=sharing;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
v212;Projeto de Qualidade x Projetinho, seu cliente sabe a diferença? Diga isso e o cliente ficará surpreso!;05:09 – 06:01;Feed;Enviado;https://drive.google.com/drive/folders/1VSb5yNnfF8h6OdvNiSlcDTSqk4DmiCL6?usp=sharing;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
v213;Isso é 100% culpa sua Arquiteto e Designer e não do cliente!;06:18 – 06:27, 06:45 – 06:49, 05:09 – 06:01;Feed;Enviado;https://drive.google.com/drive/folders/1Z3_pu-GYc5eQztSOKVS0Sll9CgZ7WI4A?usp=sharing;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
v214;Como manter a qualidade dos projetos e atender bem o cliente com prazos cada vez menores?;04:47 – 04:56, 05:09 – 06:01;Feed;Enviado;https://drive.google.com/drive/folders/1nePxjJpmgoHN9tZYzX3N3L64PswsRPlu?usp=sharing;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
v215;Isso é 100% culpa sua Arquiteto e Designer e não do cliente!;05:09 – 06:01, 06:18 – 06:27, 06:45 – 06:49;Reels;Enviado;https://drive.google.com/file/d/1pFeMSicXlroaoqIu0Ffzzwk3F1aXPgdg/view?usp=sharing;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
v216;É por isso que o cliente não Enxerga VALOR no seu PROJETO de INTERIORES!;06:18 – 06:27, 06:50 – 07:21;Reels;Enviado;https://drive.google.com/file/d/1uX1F3t3ZaBx1YkXtbhqbOsVenui2AgK6/view?usp=sharing;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
v217;Aja assim com os clientes que querem projeto pra ontem!;12:31 – 13:47, 14:37 – 14:43;Feed;Enviado;https://drive.google.com/drive/folders/1mFo2obaaXMwYIjv9BWumgm2kYF2TdlQO?usp=sharing;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
v218;Aja assim com os clientes que querem projeto pra ontem!;12:31 – 13:47;Reels;Enviado;https://drive.google.com/file/d/197tOW7eBUbw4ENgUXD72pIC8YybJgToF/view?usp=sharing;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
v219;Essa é a forma mais eficaz de negociar seu PROJETO DE INTERIORES!;15:38 – 16:27;Feed;Enviado;https://drive.google.com/drive/folders/1AUbt8STJYvaOzbZWe6Z2aseufGlq1WS7?usp=sharing;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
v220;Essa é a forma mais eficaz de negociar seu PROJETO DE INTERIORES!;17:08 – 17:54, 20:57 – 21:05, 22:02 – 22:46;IGTV;Enviado;https://drive.google.com/drive/folders/1jXSqEPPZbKCBtkxoxrc8QV3KbupBM1VV?usp=sharing;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
v221;Contratar um Marceneiro OU Fazer um Projeto de Interiores? Mostre a DIFERENÇA para seu cliente!;23:27 – 24:51, 25:09 – 25:34;IGTV;Enviado;https://drive.google.com/drive/folders/1CHnKId0RjLK3Ppx7jdZBKqXnk8k9k-6L?usp=sharing;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
v222;Se você faz isso, as chances são que seus projetos de interiores são TOP!;25:36 – 26:22, 28:06 – 28:30, 29:12 – 29:30;IGTV;Enviado;https://drive.google.com/drive/folders/1Ht2_gt8E6_TqQxLjRuYyj2n8vm66oEaX?usp=sharing;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
v223;Arquitetos que estão começando e não tem portifólio essa dica é valiosa!;28:54 – 29:12;Reels;Enviado;https://drive.google.com/file/d/119PsBhjIrEo3pXS8RE1GA6I3i2k4okTf/view?usp=sharing;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
v224;MENSURE ISSO PARA SABER SE VOCE NÃO ESTÁ PAGANDO PARA PROJETAR;29:38 – 29:45, 30:52 – 31:34;Feed;Enviado;https://drive.google.com/drive/folders/1KaDSzjK5O8f9DW2wRMJvOdcXJPmUfx9a?usp=sharing;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
v225;Seu Cliente precisa saber isso para Valorizar seu Projeto de Interiores!;31:49 – 32:11;Reels;Enviado;https://drive.google.com/file/d/1ZELWc39UzQgTx-RgpXZCrxRQiNDHRNLX/view?usp=sharing;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
v226;Mostre isso para o cliente e ele entenderá a diferença entre um  Projeto Baratinho e um de Qualidade!;32:34 – 32:48, 33:07 – 33:13, 32:22 – 32:34;Feed;Enviado;https://drive.google.com/drive/folders/12QFvImc2_adNYOR-51dU4cG9Z71EpwUs?usp=sharing;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
v227;É assim que voce deve vender seu projeto de interiores!;34:41 – 35:12;Reels;Enviado;https://drive.google.com/file/d/14EiIR2lxAA8rknSHHIE1vFn3tICDk7ho/view?usp=sharing;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
v228;É assim que voce deve vender seu proejto de interiores!;34:41 – 35:12, 37:55 – 38:50;Feed;Enviado;https://drive.google.com/drive/folders/1onQpfFQH1IMIiHCzF4seeupt3mbmLavj?usp=sharing;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
v229;Use essa estratégia com o cliente quer quer Projeto pra ontem! ;37:35 – 37:49;Reels;Enviado;https://drive.google.com/file/d/1a9aWT6EeOtUGuKqv1An90i-xLbTcTNfq/view?usp=sharing;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
v230;Faça isso Antes de marcar uma Reunião  pra passar o Orçamento do projeto de interiores!;39:43 – 40:07;Feed;Enviado;https://drive.google.com/drive/folders/1Ji7Xq1JhttK9Ns9MdjMGPuvyktvkiGpg?usp=sharing;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
v231;Só faça uma reunião presencial depois disso!;42:39 – 43:11;Reels;Enviado;https://drive.google.com/file/d/10ctuXZNFAionYh44ohR4K5LNJV4oFFyW/view?usp=sharing;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
v232;O que fazer quando o cliente insiste em uma escolha que prejudicará seu projeto de interiores?;48:57 – 49:43;Feed;Enviado;https://drive.google.com/drive/folders/1NLG5o9tRXDDx_gqifM1okzBpj8vOw3Ov?usp=sharing;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
av212;Projeto de Qualidade x Projetinho, seu cliente sabe a diferença? Diga isso e o cliente ficará surpreso!;Áudio;Feed;Enviado;https://drive.google.com/open?id=1B3Mq9HAuYbRBgHtD_kUiwN20B6KZhcEz&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
av213;Isso é 100% culpa sua Arquiteto e Designer e não do cliente!;Áudio;Feed;Enviado;https://drive.google.com/open?id=1B535wOfAf2Et6UsaTd-oD6eqi4203iIM&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
av214;Como manter a qualidade dos projetos e atender bem o cliente com prazos cada vez menores?;Áudio;Feed;Enviado;https://drive.google.com/open?id=1B5XK5PfaR0zzaEoZXtuIGnR1ljYWILBJ&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
av215;Isso é 100% culpa sua Arquiteto e Designer e não do cliente!;Áudio;Reels;Enviado;https://drive.google.com/file/d/1-0bEMcMdwuiFNXL497NxlMDYa9-Iqxzm/view?usp=sharing;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
av216;É por isso que o cliente não Enxerga VALOR no seu PROJETO de INTERIORES!;Áudio;Reels;Enviado;https://drive.google.com/file/d/1-EdNXeM52dCtM36au9R5cthYUbN2fncm/view?usp=sharing;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
av217;Aja assim com os clientes que querem projeto pra ontem!;Áudio;Feed;Enviado;https://drive.google.com/open?id=1T_SUDeEE8tloWyee9w--LQdqkkq8Am9U&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
av218;Aja assim com os clientes que querem projeto pra ontem!;Áudio;Reels;Enviado;https://drive.google.com/file/d/1-2FS8pzKBPRNX6HOu6R35NZbBX6pi1Sd/view?usp=sharing;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
av219;Essa é a forma mais eficaz de negociar seu PROJETO DE INTERIORES!;Áudio;Feed;Enviado;https://drive.google.com/open?id=1B5mPnGoBscq47bNFT0EVmNo3OdfeBjkw&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
av220;Essa é a forma mais eficaz de negociar seu PROJETO DE INTERIORES!;Áudio;IGTV;Enviado;https://drive.google.com/open?id=18RHRI2sLMC6kHXQNaVuPOBsD3QWevpt6&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
av221;Contratar um Marceneiro OU Fazer um Projeto de Interiores? Mostre a DIFERENÇA para seu cliente!;Áudio;IGTV;Enviado;https://drive.google.com/open?id=18aOF6gFXDhAQdUCTzYoUXJB1T5BYSBTs&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
av222;Se você faz isso, as chances são que seus projetos de interiores são TOP!;Áudio;IGTV;Enviado;https://drive.google.com/open?id=18qS__HfB8elmdTkmhFUComvpSLqACdYV&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
av223;Arquitetos que estão começando e não tem portifólio essa dica é valiosa!;Áudio;Reels;Enviado;https://drive.google.com/file/d/1-37GVG-fx7RQHgVRb0JOFNyAVlnKzb6B/view?usp=sharing;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
av224;MENSURE ISSO PARA SABER SE VOCE NÃO ESTÁ PAGANDO PARA PROJETAR;Áudio;Feed;Enviado;https://drive.google.com/open?id=1B7RPdfdyV1awOu2OAGzdTFZmRY7734hc&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
av225;Seu Cliente precisa saber isso para Valorizar seu Projeto de Interiores!;Áudio;Reels;Enviado;https://drive.google.com/file/d/1-6j4t1Tiqcg0yLIdEZwX9FaT-9GX414U/view?usp=sharing;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
av226;Mostre isso para o cliente e ele entenderá a diferença entre um  Projeto Baratinho e um de Qualidade!;Áudio;Feed;Enviado;https://drive.google.com/open?id=1B7wexnU9kabv518JIg6fCRB5gtUY4hKf&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
av227;É assim que voce deve vender seu projeto de interiores!;Áudio;Reels;Enviado;https://drive.google.com/file/d/17lJeJVvqKFhy6QwcrrZVlvyCSJmc-wiR/view?usp=sharing;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
av228;É assim que voce deve vender seu proejto de interiores!;Áudio;Feed;Enviado;https://drive.google.com/open?id=1BBpYnLfKz-2RPPaa5wevgzkaluWsqTQD&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
av229;Use essa estratégia com o cliente quer quer Projeto pra ontem! ;Áudio;Reels;Enviado;https://drive.google.com/file/d/1yj2pF1Sw3aZbiv4U2vExfaV5fTE2VJPB/view?usp=sharing;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
av230;Faça isso Antes de marcar uma Reunião  pra passar o Orçamento do projeto de interiores!;Áudio;Feed;Enviado;https://drive.google.com/open?id=1BM0zD-8ms-6QsxSrQtdXGdB2EvY1llIN&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
av231;Só faça uma reunião presencial depois disso!;Áudio;Reels;Enviado;https://drive.google.com/file/d/1l4e-S_hPQuBXl1E1RD4ngK5yYQPeyt92/view?usp=sharing;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
av232;O que fazer quando o cliente insiste em uma escolha que prejudicará seu projeto de interiores?;Áudio;Feed;Enviado;https://drive.google.com/open?id=1BEqXU4sjLLVWS4wzU963gTNISgPstvg0&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 4 - Como atender bem o cliente que quer o projeto pra ontem, sem ceder à pressão?
v146;80% do seu sucesso financeiro depende disso;04:00 - 04:20;Reels;Enviado;https://drive.google.com/file/d/1nr4Gkx64hWdnV8e5tAkk5F6Vv33lQvjh/view?usp=sharing;Live 5 - Os principiais erros que você comete na hora de passar o preço e negociar
